bar;item;price
The Ancient Egyptian Society;Carton Boat Beer;5.61
The Ancient Egyptian Society;Summit Extra Pale Ale;6.03
The Ancient Egyptian Society;Tired Hands SaisonHands;6.07
The Ancient Egyptian Society;Toppling Goliath King Sue;6.65
The Ancient Egyptian Society;Stolichnaya Citrona;6.75
The Ancient Egyptian Society;Bell's Two-Hearted Ale;6.78
The Ancient Egyptian Society;Killian's;7.02
The Ancient Egyptian Society;Lion Bridge Compensation;7.18
The Ancient Egyptian Society;Allagash White;7.63
The Ancient Egyptian Society;Michelob Golden Draft;8.23
The Ancient Egyptian Society;Russian River STS;8.82
The Ancient Egyptian Society;Holy Mountain Misere Au Borinage;9.1
The Ancient Egyptian Society;Burial Griddle;9.65
The Ancient Egyptian Society;Extra Gold;9.74
The Ancient Egyptian Society;French Fries;10.45
The Ancient Egyptian Society;Deviled Eggs;11.3
The Ancient Egyptian Society;Maple-Glazed Peanuts;12.42
The Ancient Egyptian Society;Disco Fries;13.28
The Ancient Egyptian Society;Burger Sliders;13.46
The Ancient Egyptian Society;Pigs in a Blanket;14.42
The Ancient Egyptian Society;Fried Pickles;14.58
The Ancient Egyptian Society;Cheese Fries;14.59
The Ancient Egyptian Society;Buffalo Wings;14.88
The Brewery;Michelob ULTRA;5.33
The Brewery;Brooklyn Bel Air Sour;5.36
The Brewery;Trilliul Vicinity;5.69
The Brewery;Carton Boat Beer;5.99
The Brewery;Melvin 2x4 Double IPA;7.65
The Brewery;Blue Moon;7.81
The Brewery;Devils Backbone Vienna Lager;7.98
The Brewery;Live Oak Hefeweizen;8.2
The Brewery;Holy Mountain Misere Au Borinage;8.98
The Brewery;French Fries;11.55
The Brewery;Deviled Eggs;11.61
The Brewery;Burger Sliders;12.64
The Brewery;Cheese Fries;13.48
The Brewery;Nachos;13.62
The Brewery;Quesadillas;14.27
The Harp And Shamrock Tavern;Michelob ULTRA;5.41
The Harp And Shamrock Tavern;Suarez Family Palatine Pils;5.52
The Harp And Shamrock Tavern;New Glarus Berliner Weiss;5.66
The Harp And Shamrock Tavern;Carton Boat Beer;6.56
The Harp And Shamrock Tavern;Toppling Goliath King Sue;7.04
The Harp And Shamrock Tavern;Michelob Golden Draft Light;7.37
The Harp And Shamrock Tavern;Wicked Weed Black Angel;7.69
The Harp And Shamrock Tavern;Sun King Afternoon Delight;7.93
The Harp And Shamrock Tavern;Marz Diliner Weisse;8.15
The Harp And Shamrock Tavern;Bell's Two-Hearted Ale;8.55
The Harp And Shamrock Tavern;Russian River STS;8.89
The Harp And Shamrock Tavern;Zima;9.56
The Harp And Shamrock Tavern;Potato Skins;10.54
The Harp And Shamrock Tavern;Popcorn;10.62
The Harp And Shamrock Tavern;Maple-Glazed Peanuts;10.98
The Harp And Shamrock Tavern;Artichoke Dip;11.3
The Harp And Shamrock Tavern;Burger Sliders;11.74
The Harp And Shamrock Tavern;Chilli;12.02
The Harp And Shamrock Tavern;Pigs in a Blanket;12.6
The Harp And Shamrock Tavern;Cheese Fries;14.71
The Harp And Shamrock Tavern;Nachos;14.93
The Johnson Beer Company;Hefeweizen;5.25
The Johnson Beer Company;Michelob Amber Bock;5.27
The Johnson Beer Company;New Glarus Berliner Weiss;5.49
The Johnson Beer Company;Brooklyn Bel Air Sour;6.05
The Johnson Beer Company;Original Premium;6.25
The Johnson Beer Company;The Bruery Mocha Wednesday;6.62
The Johnson Beer Company;Tired Hands SaisonHands;6.69
The Johnson Beer Company;Melvin 2x4 Double IPA;7.25
The Johnson Beer Company;Toppling Goliath King Sue;7.42
The Johnson Beer Company;Wicked Weed Black Angel;7.61
The Johnson Beer Company;Blue Moon;7.9
The Johnson Beer Company;Bell's Two-Hearted Ale;7.94
The Johnson Beer Company;Dogfish SeaQuench;7.95
The Johnson Beer Company;Live Oak Hefeweizen;8.5
The Johnson Beer Company;Chuckanut Kolsch Style;8.54
The Johnson Beer Company;Moonlight Death and Taxes;8.54
The Johnson Beer Company;Jalapeno Poppers;10.4
The Johnson Beer Company;Disco Fries;11.0
The Johnson Beer Company;Shrimp Cocktail;11.18
The Johnson Beer Company;Sloppy Joe;11.76
The Johnson Beer Company;Fried Pickles;12.56
The Johnson Beer Company;Cheese Fries;13.03
The Johnson Beer Company;Onion Rings;13.27
The Johnson Beer Company;Nachos;14.22
The Johnson Beer Company;Quesadillas;14.52
The Johnson Beer Company;Soft Pretzel;14.71
The Wine Shop;Suarez Family Palatine Pils;5.23
The Wine Shop;The Bruery Mocha Wednesday;6.03
The Wine Shop;Carton Boat Beer;7.61
The Wine Shop;Summit Extra Pale Ale;7.85
The Wine Shop;Melvin 2x4 Double IPA;7.93
The Wine Shop;J. Wakefield Miami Madness;8.09
The Wine Shop;Creamy Dark;8.17
The Wine Shop;Michelob Golden Draft Light;8.46
The Wine Shop;Stolichnaya Citrona;8.47
The Wine Shop;Blue Moon;8.91
The Wine Shop;Sun King Afternoon Delight;8.93
The Wine Shop;Bud;8.98
The Wine Shop;Dogfish SeaQuench;9.47
The Wine Shop;Grimm Afterimage;9.55
The Wine Shop;Holy Mountain Misere Au Borinage;9.88
The Wine Shop;Moonlight Death and Taxes;9.95
The Wine Shop;French Fries;12.0
The Wine Shop;Shrimp Cocktail;13.05
The Wine Shop;Chilli;13.06
The Wine Shop;Nachos;13.71
The Wine Shop;Quesadillas;14.16
The World Wide Wine Tour;Brooklyn Bel Air Sour;5.11
The World Wide Wine Tour;The Bruery Mocha Wednesday;5.61
The World Wide Wine Tour;Carton Boat Beer;6.03
The World Wide Wine Tour;Summit Extra Pale Ale;6.05
The World Wide Wine Tour;Tired Hands SaisonHands;6.22
The World Wide Wine Tour;Melvin 2x4 Double IPA;6.75
The World Wide Wine Tour;Creamy Dark;7.02
The World Wide Wine Tour;Original Premium Lager Dog;7.9
The World Wide Wine Tour;New Belgium La Folie;8.0
The World Wide Wine Tour;Sun King Afternoon Delight;8.4
The World Wide Wine Tour;Marz Diliner Weisse;8.4
The World Wide Wine Tour;Lion Bridge Compensation;8.54
The World Wide Wine Tour;Dogfish SeaQuench;8.6
The World Wide Wine Tour;Hefeweizen Doppelbock;9.08
The World Wide Wine Tour;Allagash White;9.33
The World Wide Wine Tour;Michelob Golden Draft;9.34
The World Wide Wine Tour;Port Brewing Board Meeting;9.47
The World Wide Wine Tour;Chuckanut Kolsch Style;9.9
The World Wide Wine Tour;Pizza;11.15
The World Wide Wine Tour;Artichoke Dip;11.97
The World Wide Wine Tour;Sloppy Joe;12.2
The World Wide Wine Tour;Burger Sliders;12.54
The World Wide Wine Tour;Pigs in a Blanket;12.96
The World Wide Wine Tour;Buffalo Wings;14.13
The World Wide Wine Tour;Hot Dogs;14.37
The World Wide Wine Tour;Quesadillas;14.74
Thinking Man Tavern;Hefeweizen;5.3
Thinking Man Tavern;ICEHOUSE;5.35
Thinking Man Tavern;Southpaw Light;5.79
Thinking Man Tavern;Brooklyn Bel Air Sour;6.58
Thinking Man Tavern;Summit Extra Pale Ale;6.77
Thinking Man Tavern;Toppling Goliath King Sue;7.09
Thinking Man Tavern;J. Wakefield Miami Madness;7.15
Thinking Man Tavern;Blue Moon;7.36
Thinking Man Tavern;New Belgium La Folie;7.4
Thinking Man Tavern;Sun King Afternoon Delight;7.43
Thinking Man Tavern;Marz Diliner Weisse;7.63
Thinking Man Tavern;Killian's;7.64
Thinking Man Tavern;Lion Bridge Compensation;7.88
Thinking Man Tavern;Dogfish SeaQuench;7.96
Thinking Man Tavern;Michelob Golden Draft;8.49
Thinking Man Tavern;Burial Griddle;8.52
Thinking Man Tavern;Chuckanut Kolsch Style;8.77
Thinking Man Tavern;Zima Citrus;9.1
Thinking Man Tavern;Original Premium Lager;9.57
Thinking Man Tavern;Moonlight Death and Taxes;9.79
Thinking Man Tavern;Disco Fries;10.22
Thinking Man Tavern;Roasted Cauliflower;10.75
Thinking Man Tavern;Shrimp Cocktail;12.59
Thinking Man Tavern;Burger Sliders;12.94
Thinking Man Tavern;Cheese Fries;13.09
Thinking Man Tavern;Buffalo Wings;13.18
Thinking Man Tavern;Hot Dogs;13.26
Thirsty Camel Saloon;ICEHOUSE;5.51
Thirsty Camel Saloon;Southpaw Light;5.52
Thirsty Camel Saloon;Suarez Family Palatine Pils;5.95
Thirsty Camel Saloon;Michelob Amber Bock;6.11
Thirsty Camel Saloon;The Bruery Mocha Wednesday;6.7
Thirsty Camel Saloon;Sauza Diablo;6.94
Thirsty Camel Saloon;Carton Boat Beer;7.03
Thirsty Camel Saloon;Tired Hands SaisonHands;7.04
Thirsty Camel Saloon;J. Wakefield Miami Madness;7.13
Thirsty Camel Saloon;Marz Diliner Weisse;7.24
Thirsty Camel Saloon;Lion Bridge Compensation;7.36
Thirsty Camel Saloon;Dogfish SeaQuench;7.38
Thirsty Camel Saloon;Hefeweizen Doppelbock;7.53
Thirsty Camel Saloon;Allagash White;7.79
Thirsty Camel Saloon;Grimm Afterimage;8.15
Thirsty Camel Saloon;Port Brewing Board Meeting;8.97
Thirsty Camel Saloon;Burial Griddle;9.06
Thirsty Camel Saloon;Zima;9.49
Thirsty Camel Saloon;Original Premium Lager;9.55
Thirsty Camel Saloon;Moonlight Death and Taxes;9.77
Thirsty Camel Saloon;Potato Skins;10.52
Thirsty Camel Saloon;Artichoke Dip;10.68
Thirsty Camel Saloon;Nachos;11.03
Thirsty Camel Saloon;Quesadillas;11.38
Thirsty Camel Saloon;Soft Pretzel;14.0
This Little Piggi Co.;Michelob Amber Bock;5.51
This Little Piggi Co.;The Bruery Mocha Wednesday;5.91
This Little Piggi Co.;Trilliul Vicinity;6.88
This Little Piggi Co.;Summit Extra Pale Ale;7.79
This Little Piggi Co.;Toppling Goliath King Sue;9.12
This Little Piggi Co.;Bell's Two-Hearted Ale;9.26
This Little Piggi Co.;Moonlight Death and Taxes;9.83
This Little Piggi Co.;Maple-Glazed Peanuts;10.99
This Little Piggi Co.;Sloppy Joe;11.78
This Little Piggi Co.;Pigs in a Blanket;12.02
This Little Piggi Co.;Cheese Fries;12.05
This Little Piggi Co.;Hot Wings;12.12
This Little Piggi Co.;Hot Dogs;12.87
This Little Piggi Co.;Nachos;13.42
This Little Piggi Co.;Soft Pretzel;14.51
Three Son's Italian Restaurant;Hefeweizen;5.1
Three Son's Italian Restaurant;Southpaw Light;5.24
Three Son's Italian Restaurant;Michelob ULTRA;5.29
Three Son's Italian Restaurant;The Bruery Mocha Wednesday;5.56
Three Son's Italian Restaurant;Sauza Diablo;5.58
Three Son's Italian Restaurant;Trilliul Vicinity;5.6
Three Son's Italian Restaurant;Tired Hands SaisonHands;5.68
Three Son's Italian Restaurant;Creamy Dark;5.78
Three Son's Italian Restaurant;Wicked Weed Black Angel;5.93
Three Son's Italian Restaurant;Stolichnaya Citrona;6.03
Three Son's Italian Restaurant;Blue Moon;6.28
Three Son's Italian Restaurant;New Belgium La Folie;6.39
Three Son's Italian Restaurant;Marz Diliner Weisse;7.19
Three Son's Italian Restaurant;Bell's Two-Hearted Ale;7.76
Three Son's Italian Restaurant;Lion Bridge Compensation;8.27
Three Son's Italian Restaurant;Devils Backbone Vienna Lager;8.34
Three Son's Italian Restaurant;Russian River STS;8.43
Three Son's Italian Restaurant;Chuckanut Kolsch Style;8.55
Three Son's Italian Restaurant;Original Premium Lager;9.21
Three Son's Italian Restaurant;Extra Gold;9.82
Three Son's Italian Restaurant;Potato Skins;10.07
Three Son's Italian Restaurant;French Fries;10.23
Three Son's Italian Restaurant;Shrimp Cocktail;10.56
Three Son's Italian Restaurant;Fried Pickles;11.38
Three Son's Italian Restaurant;Mozzarella Sticks;11.59
Three Son's Italian Restaurant;Cheese Fries;11.63
Three Son's Italian Restaurant;Quesadillas;12.1
Three Son's Italian Restaurant;Soft Pretzel;14.71
Time Out Bar & Grill;Southpaw Light;5.13
Time Out Bar & Grill;Original Premium;5.23
Time Out Bar & Grill;Carton Boat Beer;5.75
Time Out Bar & Grill;Sun King Afternoon Delight;6.35
Time Out Bar & Grill;Bell's Two-Hearted Ale;7.17
Time Out Bar & Grill;Killian's;7.45
Time Out Bar & Grill;Lion Bridge Compensation;7.81
Time Out Bar & Grill;Grimm Afterimage;7.83
Time Out Bar & Grill;Burial Griddle;8.25
Time Out Bar & Grill;Chuckanut Kolsch Style;8.64
Time Out Bar & Grill;Extra Gold;9.74
Time Out Bar & Grill;Deviled Eggs;10.12
Time Out Bar & Grill;Maple-Glazed Peanuts;10.43
Time Out Bar & Grill;Disco Fries;11.63
Time Out Bar & Grill;Pizza;12.08
Time Out Bar & Grill;Burger Sliders;12.74
Time Out Bar & Grill;Buffalo Wings;12.79
Time Out Bar & Grill;Quesadillas;13.41
Time Out Bar & Grill;Soft Pretzel;14.66
Top Of The Line;ICEHOUSE;5.73
Top Of The Line;Michelob Amber Bock;5.97
Top Of The Line;Carton Boat Beer;6.15
Top Of The Line;Tired Hands SaisonHands;6.3
Top Of The Line;Creamy Dark;6.48
Top Of The Line;Wicked Weed Black Angel;6.51
Top Of The Line;Stolichnaya Citrona;7.03
Top Of The Line;Original Premium Lager Dog;7.1
Top Of The Line;Blue Moon;7.41
Top Of The Line;Killian's;7.57
Top Of The Line;Bud;8.07
Top Of The Line;Dogfish SeaQuench;8.18
Top Of The Line;Port Brewing Board Meeting;8.2
Top Of The Line;Russian River STS;8.3
Top Of The Line;Holy Mountain Misere Au Borinage;8.59
Top Of The Line;Burial Griddle;8.76
Top Of The Line;Zima;9.04
Top Of The Line;Zima Citrus;9.7
Top Of The Line;Moonlight Death and Taxes;9.94
Top Of The Line;Potato Skins;10.3
Top Of The Line;Maple-Glazed Peanuts;10.57
Top Of The Line;Disco Fries;10.9
Top Of The Line;Artichoke Dip;12.11
Top Of The Line;Sloppy Joe;13.41
Top Of The Line;Burger Sliders;13.9
Top Of The Line;Quesadillas;14.38
Top Rail Ballroom;Hefeweizen;5.27
Top Rail Ballroom;Michelob ULTRA;5.53
Top Rail Ballroom;Brooklyn Bel Air Sour;5.71
Top Rail Ballroom;Original Premium;5.97
Top Rail Ballroom;The Bruery Mocha Wednesday;5.97
Top Rail Ballroom;J. Wakefield Miami Madness;6.5
Top Rail Ballroom;Stolichnaya Citrona;6.66
Top Rail Ballroom;Bell's Two-Hearted Ale;8.24
Top Rail Ballroom;Lion Bridge Compensation;8.36
Top Rail Ballroom;Allagash White;8.45
Top Rail Ballroom;Chuckanut Kolsch Style;8.85
Top Rail Ballroom;Zima Citrus;9.0
Top Rail Ballroom;Extra Gold;9.37
Top Rail Ballroom;French Fries;10.59
Top Rail Ballroom;Popcorn;10.84
Top Rail Ballroom;Deviled Eggs;10.88
Top Rail Ballroom;Artichoke Dip;11.61
Top Rail Ballroom;Chilli;12.09
Top Rail Ballroom;Cheese Fries;12.64
Top Rail Ballroom;Buffalo Wings;13.18
Top Rail Ballroom;Hot Dogs;14.66
Triple Crown;ICEHOUSE;5.81
Triple Crown;Southpaw Light;6.14
Triple Crown;Michelob ULTRA;6.34
Triple Crown;Brooklyn Bel Air Sour;6.45
Triple Crown;Original Premium;6.48
Triple Crown;The Bruery Mocha Wednesday;7.14
Triple Crown;Sauza Diablo;7.25
Triple Crown;Carton Boat Beer;7.31
Triple Crown;Toppling Goliath King Sue;7.31
Triple Crown;Wicked Weed Black Angel;7.62
Triple Crown;Bud;8.95
Triple Crown;Allagash White;9.07
Triple Crown;Burial Griddle;9.36
Triple Crown;Extra Gold;9.87
Triple Crown;Popcorn;10.03
Triple Crown;Maple-Glazed Peanuts;10.86
Triple Crown;Artichoke Dip;10.91
Triple Crown;Burger Sliders;12.43
Triple Crown;Chilli;12.59
Triple Crown;Fried Pickles;12.98
Triple Crown;Mozzarella Sticks;13.45
Triple Crown;Cheese Fries;14.08
Triple Crown;Hot Dogs;14.61
Triple Crown;Quesadillas;14.73
Trophy's Sports Bar & Family;ICEHOUSE;5.73
Trophy's Sports Bar & Family;Michelob Amber Bock;6.29
Trophy's Sports Bar & Family;J. Wakefield Miami Madness;6.33
Trophy's Sports Bar & Family;Creamy Dark;6.67
Trophy's Sports Bar & Family;Michelob Golden Draft Light;7.05
Trophy's Sports Bar & Family;Original Premium Lager Dog;7.3
Trophy's Sports Bar & Family;Sun King Afternoon Delight;7.41
Trophy's Sports Bar & Family;Marz Diliner Weisse;7.44
Trophy's Sports Bar & Family;Killian's;7.5
Trophy's Sports Bar & Family;Devils Backbone Vienna Lager;8.46
Trophy's Sports Bar & Family;Allagash White;9.38
Trophy's Sports Bar & Family;Extra Gold;9.92
Trophy's Sports Bar & Family;French Fries;10.02
Trophy's Sports Bar & Family;Maple-Glazed Peanuts;10.36
Trophy's Sports Bar & Family;Disco Fries;10.81
Trophy's Sports Bar & Family;Sloppy Joe;10.84
Trophy's Sports Bar & Family;Chilli;11.47
Trophy's Sports Bar & Family;Buffalo Wings;12.55
Trophy's Sports Bar & Family;Hot Wings;13.31
Trophy's Sports Bar & Family;Onion Rings;14.0
Trophy's Sports Bar & Family;Nachos;14.64
Tropicana;ICEHOUSE;5.01
Tropicana;New Glarus Berliner Weiss;5.64
Tropicana;The Bruery Mocha Wednesday;5.82
Tropicana;Carton Boat Beer;5.92
Tropicana;Wicked Weed Black Angel;6.12
Tropicana;Stolichnaya Citrona;7.18
Tropicana;Original Premium Lager Dog;7.29
Tropicana;Marz Diliner Weisse;7.3
Tropicana;Devils Backbone Vienna Lager;7.68
Tropicana;Live Oak Hefeweizen;7.84
Tropicana;Grimm Afterimage;7.84
Tropicana;Burial Griddle;8.94
Tropicana;Original Premium Lager;9.05
Tropicana;Extra Gold;9.49
Tropicana;Potato Skins;10.94
Tropicana;Deviled Eggs;10.94
Tropicana;Disco Fries;11.32
Tropicana;Shrimp Cocktail;11.33
Tropicana;Sloppy Joe;11.76
Tropicana;Pigs in a Blanket;12.51
Tropicana;Fried Pickles;13.5
Tropicana;Mozzarella Sticks;13.92
Tropicana;Soft Pretzel;14.16
Tumbleweed Texas;Hefeweizen;5.77
Tumbleweed Texas;Brooklyn Bel Air Sour;6.05
Tumbleweed Texas;Carton Boat Beer;6.26
Tumbleweed Texas;Summit Extra Pale Ale;6.52
Tumbleweed Texas;Tired Hands SaisonHands;6.53
Tumbleweed Texas;Michelob Golden Draft Light;7.15
Tumbleweed Texas;Blue Moon;7.36
Tumbleweed Texas;New Belgium La Folie;7.53
Tumbleweed Texas;Killian's;7.66
Tumbleweed Texas;Devils Backbone Vienna Lager;7.67
Tumbleweed Texas;Hefeweizen Doppelbock;7.93
Tumbleweed Texas;Live Oak Hefeweizen;8.34
Tumbleweed Texas;Burial Griddle;8.66
Tumbleweed Texas;Chuckanut Kolsch Style;8.88
Tumbleweed Texas;Extra Gold;9.76
Tumbleweed Texas;Potato Skins;10.09
Tumbleweed Texas;French Fries;11.04
Tumbleweed Texas;Maple-Glazed Peanuts;11.43
Tumbleweed Texas;Jalapeno Poppers;11.93
Tumbleweed Texas;Disco Fries;13.03
Tumbleweed Texas;Roasted Cauliflower;13.41
Tumbleweed Texas;Shrimp Cocktail;14.14
Tumbleweed Texas;Artichoke Dip;14.52
Tumbleweed Texas;Mozzarella Sticks;14.73
Tumbleweed Texas;Cheese Fries;14.83
Tumbleweeds;Suarez Family Palatine Pils;5.75
Tumbleweeds;Michelob Amber Bock;5.9
Tumbleweeds;The Bruery Mocha Wednesday;6.06
Tumbleweeds;Blue Moon;7.66
Tumbleweeds;Devils Backbone Vienna Lager;8.76
Tumbleweeds;Burial Griddle;9.26
Tumbleweeds;Potato Skins;10.42
Tumbleweeds;Pizza;11.34
Tumbleweeds;Shrimp Cocktail;13.05
Tumbleweeds;Chilli;13.62
Tumbleweeds;Hot Dogs;14.89
Twenty-Two 18 Restaurant & Nig;Michelob ULTRA;5.0
Twenty-Two 18 Restaurant & Nig;Brooklyn Bel Air Sour;5.67
Twenty-Two 18 Restaurant & Nig;The Bruery Mocha Wednesday;5.98
Twenty-Two 18 Restaurant & Nig;Tired Hands SaisonHands;6.08
Twenty-Two 18 Restaurant & Nig;Melvin 2x4 Double IPA;6.11
Twenty-Two 18 Restaurant & Nig;Wicked Weed Black Angel;6.18
Twenty-Two 18 Restaurant & Nig;Stolichnaya Citrona;6.41
Twenty-Two 18 Restaurant & Nig;Original Premium Lager Dog;6.69
Twenty-Two 18 Restaurant & Nig;Blue Moon;7.1
Twenty-Two 18 Restaurant & Nig;Bell's Two-Hearted Ale;8.1
Twenty-Two 18 Restaurant & Nig;Bud;8.54
Twenty-Two 18 Restaurant & Nig;Dogfish SeaQuench;9.0
Twenty-Two 18 Restaurant & Nig;Live Oak Hefeweizen;9.15
Twenty-Two 18 Restaurant & Nig;Grimm Afterimage;9.3
Twenty-Two 18 Restaurant & Nig;Holy Mountain Misere Au Borinage;9.55
Twenty-Two 18 Restaurant & Nig;Burial Griddle;9.81
Twenty-Two 18 Restaurant & Nig;Budweiser;9.82
Twenty-Two 18 Restaurant & Nig;Extra Gold;9.98
Twenty-Two 18 Restaurant & Nig;French Fries;10.41
Twenty-Two 18 Restaurant & Nig;Jalapeno Poppers;12.35
Twenty-Two 18 Restaurant & Nig;Mozzarella Sticks;12.98
Twenty-Two 18 Restaurant & Nig;Quesadillas;13.08
Twenty-Two 18 Restaurant & Nig;Soft Pretzel;14.24
Two Bucks Saloon;Hefeweizen;5.18
Two Bucks Saloon;ICEHOUSE;5.76
Two Bucks Saloon;Southpaw Light;5.91
Two Bucks Saloon;Michelob Amber Bock;6.11
Two Bucks Saloon;Brooklyn Bel Air Sour;6.38
Two Bucks Saloon;Carton Boat Beer;6.71
Two Bucks Saloon;Tired Hands SaisonHands;6.89
Two Bucks Saloon;Michelob Golden Draft Light;7.47
Two Bucks Saloon;Wicked Weed Black Angel;7.48
Two Bucks Saloon;New Belgium La Folie;7.62
Two Bucks Saloon;Sun King Afternoon Delight;7.65
Two Bucks Saloon;Lion Bridge Compensation;7.69
Two Bucks Saloon;Bud;7.72
Two Bucks Saloon;Live Oak Hefeweizen;8.3
Two Bucks Saloon;Russian River STS;8.9
Two Bucks Saloon;Zima;8.99
Two Bucks Saloon;Chuckanut Kolsch Style;9.06
Two Bucks Saloon;Zima Citrus;9.45
Two Bucks Saloon;Original Premium Lager;9.87
Two Bucks Saloon;Jalapeno Poppers;11.0
Two Bucks Saloon;Disco Fries;11.11
Two Bucks Saloon;Pizza;11.21
Two Bucks Saloon;Burger Sliders;11.34
Two Bucks Saloon;Cheese Fries;12.8
Two Bucks Saloon;Hot Wings;13.36
Two Bucks Saloon;Hot Dogs;14.43
Two Bucks Saloon;Nachos;14.49
Ugly Dog Saloon;Hefeweizen;5.6
Ugly Dog Saloon;Southpaw Light;6.45
Ugly Dog Saloon;New Glarus Berliner Weiss;6.72
Ugly Dog Saloon;The Bruery Mocha Wednesday;6.95
Ugly Dog Saloon;Trilliul Vicinity;6.98
Ugly Dog Saloon;Summit Extra Pale Ale;7.24
Ugly Dog Saloon;Melvin 2x4 Double IPA;7.56
Ugly Dog Saloon;Creamy Dark;7.58
Ugly Dog Saloon;Stolichnaya Citrona;7.82
Ugly Dog Saloon;Marz Diliner Weisse;7.97
Ugly Dog Saloon;Killian's;8.02
Ugly Dog Saloon;Devils Backbone Vienna Lager;8.21
Ugly Dog Saloon;Zima;8.5
Ugly Dog Saloon;Chuckanut Kolsch Style;8.56
Ugly Dog Saloon;Zima Citrus;8.87
Ugly Dog Saloon;Original Premium Lager;9.35
Ugly Dog Saloon;Budweiser;9.35
Ugly Dog Saloon;Moonlight Death and Taxes;9.71
Ugly Dog Saloon;Sloppy Joe;11.08
Ugly Dog Saloon;Burger Sliders;11.57
Ugly Dog Saloon;Pigs in a Blanket;12.18
Ugly Dog Saloon;Cheese Fries;12.63
Ugly Dog Saloon;Quesadillas;14.33
Union Street Station;Suarez Family Palatine Pils;5.49
Union Street Station;Original Premium;5.69
Union Street Station;Carton Boat Beer;5.79
Union Street Station;Tired Hands SaisonHands;6.1
Union Street Station;Toppling Goliath King Sue;6.16
Union Street Station;J. Wakefield Miami Madness;6.22
Union Street Station;Original Premium Lager Dog;6.36
Union Street Station;New Belgium La Folie;7.86
Union Street Station;Lion Bridge Compensation;8.78
Union Street Station;Grimm Afterimage;9.05
Union Street Station;Holy Mountain Misere Au Borinage;9.25
Union Street Station;Maple-Glazed Peanuts;10.86
Union Street Station;Roasted Cauliflower;11.99
Union Street Station;Shrimp Cocktail;12.08
Union Street Station;Buffalo Wings;12.73
Union Street Station;Hot Dogs;13.65
Union Street Station;Nachos;13.95
Venue;Michelob Amber Bock;5.27
Venue;Brooklyn Bel Air Sour;5.45
Venue;Original Premium;5.46
Venue;The Bruery Mocha Wednesday;5.7
Venue;Sauza Diablo;5.84
Venue;Toppling Goliath King Sue;6.32
Venue;J. Wakefield Miami Madness;7.84
Venue;Creamy Dark;7.86
Venue;Original Premium Lager Dog;7.88
Venue;Sun King Afternoon Delight;7.97
Venue;Marz Diliner Weisse;8.03
Venue;Killian's;8.5
Venue;Live Oak Hefeweizen;8.81
Venue;Allagash White;8.91
Venue;Port Brewing Board Meeting;8.95
Venue;Russian River STS;9.17
Venue;Moonlight Death and Taxes;9.64
Venue;Popcorn;10.56
Venue;Maple-Glazed Peanuts;11.25
Venue;Disco Fries;11.47
Venue;Pizza;12.04
Venue;Shrimp Cocktail;13.73
Venue;Artichoke Dip;13.86
Venue;Burger Sliders;14.14
Venue;Buffalo Wings;14.87
Venue;Nachos;14.91
Vickery's Bar & Grill;Michelob ULTRA;5.01
Vickery's Bar & Grill;Suarez Family Palatine Pils;5.34
Vickery's Bar & Grill;Brooklyn Bel Air Sour;6.19
Vickery's Bar & Grill;The Bruery Mocha Wednesday;6.3
Vickery's Bar & Grill;Sauza Diablo;6.47
Vickery's Bar & Grill;Melvin 2x4 Double IPA;7.0
Vickery's Bar & Grill;Blue Moon;7.58
